,state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,average_hourly_night_rate,average_hourly_day_rate,average_hourly_intl_rate,average_hourly_eve_rate,total_minutes,state,international plan,voice mail plan,churn
691,MS,137,no,no,0,147.2,119,25.02,192.8,91,16.39,172.7,105,7.77,10.2,4,2.75,1,22.226512226512227,5.883293365307753,3.709090909090909,11.76327028676022,522.9,MS,no,no,False
2465,IN,88,no,no,0,183.5,93,31.2,170.5,80,14.49,193.8,88,8.72,8.3,5,2.24,3,22.224770642201836,5.881410256410256,3.705357142857143,11.766735679779158,556.1,IN,no,no,False
136,NY,75,no,yes,21,175.8,97,29.89,217.5,106,18.49,237.5,134,10.69,5.3,4,1.43,5,22.217025257249766,5.881565741050519,3.7062937062937062,11.763115197404003,636.1,NY,no,yes,False
2717,IL,142,no,yes,38,163.3,104,27.76,136.0,114,11.56,249.1,127,11.21,4.3,6,1.16,0,22.22123104371097,5.882564841498559,3.706896551724138,11.76470588235294,552.7,IL,no,yes,False
632,ND,68,no,yes,22,82.5,97,14.03,289.9,94,24.64,180.0,114,8.1,4.8,4,1.3,3,22.22222222222222,5.880256593014968,3.692307692307692,11.765422077922077,557.2,ND,no,yes,False
335,KY,151,no,yes,17,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,22.22076215505913,5.882191780821917,3.706896551724138,11.767204757858964,530.9,KY,no,yes,False
1817,SD,116,no,no,0,167.8,119,28.53,142.0,123,12.07,190.7,128,8.58,7.3,4,1.97,2,22.226107226107224,5.881528215913074,3.7055837563451774,11.76470588235294,507.8,SD,no,no,False
392,MD,98,no,no,0,206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,5,22.213740458015266,5.881515237823982,3.701492537313433,11.762349799732975,627.9,MD,no,no,False
2568,MS,102,yes,no,0,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,12.0,8,3.24,3,22.225563909774436,5.882970348989766,3.7037037037037033,11.764990328820117,627.3,MS,yes,no,False
1117,FL,136,yes,no,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,22.223858615611192,5.883047844063792,3.699059561128527,11.764383561643834,576.6,FL,yes,no,False
2951,TX,53,no,no,0,119.7,113,20.35,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2,22.220294882914136,5.882063882063882,3.706896551724138,11.767990074441686,578.5,TX,no,no,False
1829,AR,89,no,yes,25,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,22.23593964334705,5.881870385561935,3.7062937062937062,11.764004767580452,585.2,AR,no,yes,False
2894,CT,37,no,no,0,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97,3,22.220131702728125,5.883122546881815,3.7027707808564227,11.766935101847466,634.2,CT,no,no,False
3199,WA,152,no,no,0,161.4,84,27.44,163.6,88,13.91,153.2,121,6.89,11.8,5,3.19,1,22.235123367198838,5.881924198250728,3.699059561128527,11.761322789360172,490.0,WA,no,no,False
715,WV,115,yes,no,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1,22.2108345534407,5.882768361581921,3.7046004842615017,11.766132945172247,659.4000000000001,WV,yes,no,True
1046,RI,158,no,no,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0,22.219047619047622,5.882822902796272,3.6994219653179194,11.762991743564838,702.8,RI,no,no,False
2186,NM,41,no,no,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,22.22767419038273,5.881905727318804,3.7074829931972793,11.766187050359713,796.6,NM,no,no,True
2169,IL,156,no,no,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,22.22739981360671,5.881361644759015,3.7062937062937062,11.764004767580452,621.0,IL,no,no,False
3033,KY,135,no,no,0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,22.229232386961094,5.881632653061224,3.7057220708446867,11.766368346679227,618.9000000000001,KY,no,no,False
1573,AZ,127,no,yes,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1,22.22668004012036,5.883319638455217,3.7060702875399363,11.765927977839336,546.3,AZ,no,yes,False
2288,NE,34,no,no,0,193.7,74,32.93,126.9,84,10.79,221.2,166,9.95,8.8,4,2.38,0,22.231155778894472,5.882174309140601,3.6974789915966393,11.760889712696944,550.6,NE,no,no,False
3062,DE,114,no,yes,31,222.8,98,37.88,180.5,105,15.34,151.3,101,6.81,13.0,4,3.51,0,22.21732745961821,5.881731784582893,3.7037037037037037,11.766623207301173,567.6,DE,no,yes,False
1957,KY,147,no,no,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,22.219061166429587,5.881702598120509,3.709090909090909,11.763688760806915,583.3,KY,no,no,False
1606,CT,95,no,no,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,3,2.73,0,22.225255972696246,5.882004150607768,3.6996336996336994,11.765586034912719,770.0,CT,no,no,False
3161,NV,148,no,no,0,216.2,95,36.75,185.7,105,15.78,300.0,143,13.5,10.0,5,2.7,2,22.22222222222222,5.882993197278911,3.7037037037037033,11.7680608365019,711.9000000000001,NV,no,no,False
2798,MN,30,no,no,0,54.0,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1,22.23021582733813,5.882352941176471,3.709090909090909,11.76509186351706,490.7,MN,no,no,False
1120,KY,107,no,no,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1,22.22222222222222,5.8816922500935975,3.7003058103975532,11.765557163531113,481.80000000000007,KY,no,no,False
467,MD,112,no,no,0,170.4,103,28.97,200.2,71,17.02,258.3,100,11.62,11.6,4,3.13,1,22.228915662650603,5.881946841560235,3.7060702875399363,11.762632197414806,640.5,MD,no,no,False
1572,MA,57,no,no,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1,22.21735319894829,5.88325066768409,3.6996336996336994,11.764354066985646,614.5,MA,no,no,False
1231,CO,105,no,no,0,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,5,2.38,0,22.211180124223603,5.8827361563517915,3.6974789915966393,11.762870514820593,684.7,CO,no,no,True
2227,SC,41,no,no,0,237.8,92,40.43,223.5,155,19.0,217.4,90,9.78,10.2,6,2.75,2,22.22903885480573,5.881770962156814,3.709090909090909,11.763157894736842,688.9000000000001,SC,no,no,False
3296,CT,74,no,no,0,203.8,77,34.65,205.1,111,17.43,154.9,109,6.97,9.0,2,2.43,1,22.22381635581062,5.8816738816738825,3.7037037037037033,11.76706827309237,572.8000000000001,CT,no,no,False
2608,IN,81,no,yes,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,22.227772227772228,5.882558545962951,3.701657458563536,11.762917933130698,668.4,IN,no,yes,False
1519,CT,134,no,no,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2,22.23112128146453,5.8831341301460816,3.7083333333333335,11.764403292181068,609.0999999999999,CT,no,no,False
1762,HI,146,no,no,0,189.3,77,32.18,155.9,128,13.25,186.0,83,8.37,7.4,3,2.0,0,22.222222222222225,5.8825357364822874,3.7,11.766037735849057,538.6,HI,no,no,False
1112,ID,82,no,no,0,101.0,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,22.21897810218978,5.88235294117647,3.7047353760445687,11.761148904006046,574.3,ID,no,no,False
664,ND,147,no,no,0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,22.21606648199446,5.882521489971348,3.6966824644549763,11.764290755116443,620.4,ND,no,no,False
2026,NV,69,no,no,0,153.7,109,26.13,194.0,105,16.49,256.1,114,11.52,14.1,6,3.81,1,22.230902777777782,5.882127822426329,3.700787401574803,11.764705882352942,617.9000000000001,NV,no,no,False
2983,HI,150,no,no,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,22.216117216117215,5.88235294117647,3.7089201877934275,11.767584097859327,656.9,HI,no,no,False
339,AK,78,no,no,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,22.21518987341772,5.881891821269924,3.7055837563451774,11.766095688127583,614.4000000000001,AK,no,no,False
216,FL,93,no,no,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,22.22938144329897,5.881895881895883,3.7074829931972793,11.767676767676768,521.1999999999999,FL,no,no,False
1627,OH,29,no,no,0,196.8,81,33.46,168.0,110,14.28,132.6,98,5.97,12.7,7,3.43,2,22.21105527638191,5.881649731022116,3.702623906705539,11.764705882352942,510.09999999999997,OH,no,no,False
1350,WA,55,no,no,0,285.7,124,48.57,230.9,106,19.63,230.7,140,10.38,14.8,7,4.0,0,22.225433526011557,5.882231830347951,3.7,11.762608252674479,762.0999999999999,WA,no,no,True
2792,NC,129,no,no,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1,22.21383647798742,5.881720430107527,3.6999999999999997,11.763895268718422,498.5,NC,no,no,False
2617,SD,64,no,no,0,174.5,98,29.67,180.2,103,15.32,179.0,89,8.06,10.7,2,2.89,2,22.208436724565754,5.881361644759015,3.702422145328719,11.762402088772845,544.4,SD,no,no,False
3116,OK,149,no,no,0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1,22.220353238015136,5.882721856381311,3.6974789915966393,11.764018691588785,662.0,OK,no,no,False
1858,DE,133,no,no,0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,0,22.20675944333996,5.8817899018904045,3.7086092715231787,11.764444444444443,633.4,DE,no,no,False
1604,ME,105,no,no,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,22.217898832684828,5.880855397148676,3.7047353760445687,11.764964788732396,510.3,ME,no,no,False
2159,KS,132,no,no,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13.0,2,3.51,1,22.223987291501192,5.881806930693069,3.7037037037037037,11.762427372498385,665.0999999999999,KS,no,no,False
2363,VT,116,no,no,0,129.4,84,22.0,157.3,89,13.37,215.5,77,9.7,13.3,3,3.59,0,22.216494845360828,5.881818181818182,3.7047353760445687,11.765145848915484,515.5,VT,no,no,False
2801,HI,3,no,no,0,139.0,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4,22.220496894409937,5.882352941176471,3.696969696969697,11.764429845143125,682.0,HI,no,no,False
821,MN,80,no,no,0,105.8,110,17.99,43.9,88,3.73,189.6,87,8.53,13.1,5,3.54,0,22.227432590855805,5.881045025013897,3.700564971751412,11.769436997319035,352.4,MN,no,no,False
1990,DE,99,no,no,0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,22.21256038647343,5.88210702341137,3.701492537313433,11.762409369771333,593.9,DE,no,no,False
1074,ME,177,no,no,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2,22.219895287958114,5.881758463870642,3.698224852071006,11.766286098052383,632.7,ME,no,no,False
2296,KY,109,no,no,0,175.6,80,29.85,238.0,94,20.23,198.4,103,8.93,10.2,6,2.75,1,22.21724524076148,5.882747068676716,3.709090909090909,11.76470588235294,622.2,KY,no,no,False
275,WA,83,no,no,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,22.23230490018149,5.8820403825717325,3.6981132075471703,11.766497461928935,585.5,WA,no,no,False
2984,KS,73,no,no,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,22.239467849223946,5.8816425120772955,3.6986301369863015,11.766361717100631,473.1,KS,no,no,False
870,OH,123,no,no,0,105.0,150,17.85,251.6,90,21.39,258.0,93,11.61,14.9,5,4.02,0,22.222222222222225,5.88235294117647,3.706467661691543,11.762505843852267,629.5,OH,no,no,False
101,MA,108,no,no,0,178.3,137,30.31,189.0,76,16.07,129.1,102,5.81,14.6,5,3.94,0,22.220309810671257,5.882547014186738,3.7055837563451774,11.761045426260111,511.0,MA,no,no,False
1512,MO,22,no,yes,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1,22.195945945945947,5.881831610044313,3.716814159292036,11.76657824933687,490.8,MO,no,yes,False
2394,IN,57,no,no,0,189.3,157,32.18,174.9,70,14.87,221.9,117,9.99,11.2,5,3.02,3,22.21221221221221,5.8825357364822874,3.7086092715231787,11.76193678547411,597.3000000000001,IN,no,no,False
171,NH,64,no,yes,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,22.226720647773277,5.8817829457364335,3.7062937062937062,11.768377253814146,527.0999999999999,NH,no,yes,False
107,NM,93,no,yes,21,117.9,131,20.04,164.5,115,13.98,217.0,86,9.76,9.8,3,2.65,1,22.23360655737705,5.883233532934132,3.6981132075471703,11.766809728183118,509.2,NM,no,yes,False
2961,KY,98,no,yes,36,168.0,81,28.56,163.2,125,13.87,172.7,120,7.77,8.0,2,2.16,6,22.226512226512227,5.882352941176471,3.7037037037037033,11.766402307137707,511.9,KY,no,yes,True
3317,SD,163,yes,no,0,197.2,90,33.52,188.5,113,16.02,211.1,94,9.5,7.8,8,2.11,1,22.221052631578946,5.883054892601431,3.6966824644549763,11.766541822721598,604.5999999999999,SD,yes,no,False
2451,NC,182,no,no,0,279.5,118,47.52,203.2,113,17.27,174.2,101,7.84,10.7,4,2.89,2,22.21938775510204,5.881734006734006,3.702422145328719,11.76606832657788,667.5999999999999,NC,no,no,True
2230,NC,109,yes,no,0,209.1,141,35.55,205.0,93,17.43,119.4,111,5.37,7.8,3,2.11,2,22.234636871508382,5.881856540084389,3.6966824644549763,11.761331038439472,541.3,NC,yes,no,False
3032,WV,173,no,no,0,109.4,103,18.6,101.3,111,8.61,167.3,106,7.53,7.8,7,2.11,1,22.217795484727755,5.881720430107527,3.6966824644549763,11.765389082462253,385.80000000000007,WV,no,no,False
2237,NV,88,no,no,0,166.7,61,28.34,179.3,88,15.24,242.7,131,10.92,6.8,7,1.84,4,22.225274725274723,5.8821453775582215,3.695652173913043,11.76509186351706,595.5,NV,no,no,True
2693,UT,164,no,no,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,22.21105527638191,5.881812614819351,3.7055837563451774,11.766368346679227,581.8,UT,no,no,False
2600,NY,148,no,no,0,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02,1,22.224606580829754,5.882020886254587,3.7086092715231787,11.767881241565453,704.7,NY,no,no,False
2857,NY,160,no,no,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,22.215743440233236,5.881714595767771,3.7086092715231787,11.765039727582293,658.3,NY,no,no,False
1047,NV,102,no,no,0,144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,0,22.226762002042904,5.8818737270875765,3.6979166666666665,11.766004415011038,635.6,NV,no,no,False
1535,ME,99,no,no,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12.0,8,3.24,2,22.214953271028037,5.882041787886802,3.7037037037037033,11.766941101963269,657.9000000000001,ME,no,no,False
2843,SD,116,no,no,0,63.7,101,10.83,195.8,95,16.64,210.1,87,9.45,10.0,6,2.7,1,22.232804232804234,5.881809787626962,3.7037037037037033,11.766826923076923,479.6,SD,no,no,False
483,GA,117,no,no,0,149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,2,22.2257053291536,5.883045525902669,3.7047353760445687,11.763895268718422,632.0,GA,no,no,False
2373,RI,83,no,no,0,259.7,106,44.15,152.7,116,12.98,224.7,92,10.11,10.2,2,2.75,0,22.225519287833826,5.8822197055492635,3.709090909090909,11.764252696456085,647.3,RI,no,no,False
3195,ID,77,no,yes,29,211.1,89,35.89,223.5,97,19.0,148.4,106,6.68,9.7,9,2.62,2,22.21556886227545,5.881861242685985,3.7022900763358773,11.763157894736842,592.7,ID,no,yes,False
1774,NY,21,no,no,0,244.7,81,41.6,168.0,117,14.28,281.5,87,12.67,6.6,1,1.78,1,22.217837411207576,5.882211538461538,3.7078651685393256,11.764705882352942,700.8000000000001,NY,no,no,False
2721,ND,50,no,no,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,1,22.210386151797607,5.882470119521912,3.7065637065637067,11.763619575253925,599.1,ND,no,no,False
2821,TX,130,no,no,0,252.0,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,22.23166843783209,5.88235294117647,3.7012987012987013,11.762266758811332,637.0999999999999,TX,no,no,False
2844,NH,161,no,no,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1,22.213500784929355,5.881953867028494,3.6977491961414795,11.767621145374449,540.0999999999999,NH,no,no,False
407,DE,122,no,no,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,22.232243517474636,5.8816922500935975,3.695652173913044,11.76208651399491,547.6999999999999,DE,no,no,True
762,WY,161,yes,no,0,189.6,78,32.23,267.4,117,22.73,184.5,137,8.3,1.3,6,0.35,1,22.2289156626506,5.882717964629228,3.714285714285715,11.76418829740431,642.8,WY,yes,no,False
2182,ID,170,no,yes,37,178.1,130,30.28,242.8,103,20.64,243.0,93,10.93,13.0,4,3.51,0,22.2323879231473,5.881770145310435,3.7037037037037037,11.763565891472869,676.9000000000001,ID,no,yes,False
97,AZ,99,no,no,0,198.2,87,33.69,207.3,76,17.62,190.9,113,8.59,8.7,3,2.35,4,22.22351571594878,5.883051350549125,3.7021276595744674,11.765039727582293,605.1,AZ,no,no,False
1341,IL,31,no,yes,28,210.5,101,35.79,250.5,86,21.29,241.6,125,10.87,11.5,2,3.11,1,22.226310947562098,5.881531153953619,3.6977491961414795,11.766087364960075,714.1,IL,no,yes,False
2652,NY,111,no,no,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,22.220367278797994,5.88159171789065,3.7022900763358773,11.763392857142858,615.8,NY,no,no,False
3077,FL,102,no,yes,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,22.220459952418715,5.882191780821917,3.7046632124352334,11.762724550898204,823.5,FL,no,yes,False
3203,PA,142,no,yes,40,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1,22.21380471380471,5.8822029576746555,3.6994219653179194,11.763628034814477,757.8,PA,no,yes,False
2070,RI,75,no,no,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,22.216142270861834,5.881444890398271,3.700564971751412,11.767810026385224,544.4,RI,no,no,False
2979,HI,99,no,no,0,135.7,107,23.07,208.4,103,17.71,209.0,95,9.4,8.8,3,2.38,7,22.23404255319149,5.882097962722149,3.6974789915966393,11.767363071710898,561.9,HI,no,no,True
148,LA,121,no,no,0,181.5,121,30.86,218.4,98,18.56,161.6,103,7.27,8.5,5,2.3,1,22.2283356258597,5.881399870382372,3.695652173913044,11.767241379310345,570.0,LA,no,no,False
28,MO,20,no,no,0,190.0,109,32.3,258.2,84,21.95,181.5,102,8.17,6.3,6,1.7,0,22.215422276621787,5.882352941176471,3.7058823529411766,11.763097949886104,636.0,MO,no,no,False
2280,MS,38,no,yes,25,142.4,106,24.21,313.7,109,26.66,126.6,117,5.7,13.4,6,3.62,2,22.210526315789473,5.881866997108633,3.701657458563536,11.76669167291823,596.0999999999999,MS,no,yes,False
2197,LA,133,no,no,0,216.2,67,36.75,222.2,133,18.89,192.0,95,8.64,3.1,1,0.84,2,22.22222222222222,5.882993197278911,3.6904761904761907,11.762837480148226,633.5,LA,no,no,False
696,AR,156,no,no,0,178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,3,2.03,1,22.233902759526934,5.881578947368422,3.6945812807881775,11.767810026385224,533.9,AR,no,no,False
1395,UT,103,no,no,0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,22.218350754936125,5.881623799194298,3.708206686930091,11.761710794297352,508.8,UT,no,no,False
1857,NM,107,no,no,0,222.3,101,37.79,286.0,111,24.31,249.4,117,11.22,12.1,4,3.27,1,22.228163992869874,5.882508600158773,3.7003058103975532,11.764705882352942,769.8000000000001,NM,no,no,True
2283,AR,98,no,no,0,227.1,116,38.61,120.5,103,10.24,117.0,102,5.27,4.7,4,1.27,5,22.2011385199241,5.881895881895882,3.7007874015748032,11.767578125,469.3,AR,no,no,True
1611,RI,83,no,yes,20,95.0,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0,22.21483942414175,5.882352941176471,3.7086092715231787,11.76594253679047,474.70000000000005,RI,no,yes,False
705,HI,99,no,no,0,62.9,81,10.69,231.0,64,19.64,168.9,121,7.6,8.5,5,2.3,1,22.22368421052632,5.88400374181478,3.695652173913044,11.761710794297352,471.3,HI,no,no,False
1720,HI,104,no,no,0,170.6,97,29.0,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1,22.22573839662447,5.882758620689655,3.696969696969697,11.763425253991292,549.5,HI,no,no,False
456,AZ,60,no,no,0,98.2,88,16.69,180.5,69,15.34,223.6,69,10.06,9.3,2,2.51,2,22.226640159045726,5.883762732174954,3.7051792828685266,11.766623207301173,511.6,AZ,no,no,False
2052,NV,183,no,no,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,22.230290456431536,5.882056451612903,3.7022900763358773,11.766648321408915,554.5,NV,no,no,False
2330,IN,69,no,no,0,135.4,101,23.02,238.1,124,20.24,195.6,102,8.8,10.6,2,2.86,1,22.227272727272723,5.881841876629019,3.7062937062937062,11.763833992094863,579.7,IN,no,no,False
613,NV,105,yes,yes,29,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,6,3.56,1,22.228704784130688,5.882196162046908,3.7078651685393256,11.767567567567568,642.0999999999999,NV,yes,yes,True
167,DC,148,no,no,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,22.21938775510204,5.88235294117647,3.7074829931972793,11.765844218674406,717.4,DC,no,no,False
735,DC,169,yes,no,0,57.1,98,9.71,199.7,78,16.97,274.7,103,12.36,6.5,6,1.76,3,22.22491909385113,5.88053553038105,3.6931818181818183,11.767825574543313,538.0,DC,yes,no,False
2403,WV,21,no,no,0,91.9,109,15.62,198.4,111,16.86,171.7,125,7.73,13.0,7,3.51,2,22.212160413971535,5.883482714468631,3.7037037037037037,11.76749703440095,475.0,WV,no,no,False
2982,OH,87,no,no,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,22.22764227642276,5.882578664620108,3.7083333333333335,11.766247379454928,660.0999999999999,OH,no,no,False
2569,TN,123,no,no,0,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,12.8,4,3.46,3,22.21311475409836,5.882974973563623,3.6994219653179194,11.76657824933687,645.4000000000001,TN,no,no,False
1634,MO,72,no,no,0,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12.0,5,3.24,2,22.232804232804234,5.882978723404256,3.7037037037037033,11.765586034912719,623.9,MO,no,no,False
590,AL,109,no,no,0,218.9,105,37.21,299.9,87,25.49,158.6,110,7.14,11.3,4,3.05,2,22.212885154061624,5.882827196990056,3.704918032786886,11.765398195370734,688.7,AL,no,no,False
1412,MT,131,no,yes,24,135.9,60,23.1,233.2,78,19.82,210.6,121,9.48,9.4,4,2.54,1,22.21518987341772,5.883116883116883,3.7007874015748032,11.765893037336024,589.0999999999999,MT,no,yes,False
1712,SC,102,no,no,0,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,10.3,5,2.78,4,22.226720647773277,5.881361644759015,3.705035971223022,11.767621145374449,563.2,SC,no,no,False
2433,KY,80,no,no,0,220.0,114,37.4,207.7,76,17.65,168.4,137,7.58,12.1,3,3.27,2,22.216358839050134,5.882352941176471,3.7003058103975532,11.767705382436262,608.2,KY,no,no,False
2734,MS,145,yes,yes,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3.0,1,22.226450999048524,5.88255033557047,3.6999999999999997,11.765157329240216,573.3,MS,yes,yes,False
1388,IN,99,yes,no,0,197.2,127,33.52,156.0,92,13.26,204.1,99,9.18,9.9,6,2.67,4,22.233115468409586,5.883054892601431,3.707865168539326,11.764705882352942,567.1999999999999,IN,yes,no,False
2101,AK,110,no,no,0,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,22.222222222222225,5.881886642885454,3.7096774193548385,11.766848816029146,555.0999999999999,AK,no,no,False
2406,MN,81,no,no,0,145.6,59,24.75,287.9,131,24.47,181.7,121,8.18,9.2,4,2.48,2,22.21271393643032,5.8828282828282825,3.7096774193548385,11.76542705353494,624.3999999999999,MN,no,no,False
