,state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,average_night_rate_by_min,average_day_rate_by_min,average_intl_rate_by_min,average_eve_rate_by_min,total_minutes,churn
2979,HI,99,no,no,0,135.7,107,23.07,208.4,103,17.71,209.0,95,9.4,8.8,3,2.38,7,0.044976076555023926,0.17000736919675757,0.27045454545454545,0.08498080614203456,561.9,True
148,LA,121,no,no,0,181.5,121,30.86,218.4,98,18.56,161.6,103,7.27,8.5,5,2.3,1,0.044987623762376236,0.17002754820936639,0.27058823529411763,0.08498168498168497,570.0,False
28,MO,20,no,no,0,190.0,109,32.3,258.2,84,21.95,181.5,102,8.17,6.3,6,1.7,0,0.04501377410468319,0.16999999999999998,0.2698412698412698,0.08501161890007745,636.0,False
2280,MS,38,no,yes,25,142.4,106,24.21,313.7,109,26.66,126.6,117,5.7,13.4,6,3.62,2,0.045023696682464455,0.17001404494382022,0.2701492537313433,0.08498565508447561,596.0999999999999,False
2197,LA,133,no,no,0,216.2,67,36.75,222.2,133,18.89,192.0,95,8.64,3.1,1,0.84,2,0.045000000000000005,0.16998149861239595,0.27096774193548384,0.08501350135013502,633.5,False
696,AR,156,no,no,0,178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,3,2.03,1,0.04497635933806147,0.17002237136465323,0.27066666666666667,0.08497757847533632,533.9,False
1395,UT,103,no,no,0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,0.04500784108729743,0.17002107481559536,0.269672131147541,0.08502164502164503,508.8,False
1857,NM,107,no,no,0,222.3,101,37.79,286.0,111,24.31,249.4,117,11.22,12.1,4,3.27,1,0.04498797113071371,0.16999550157444893,0.2702479338842975,0.08499999999999999,769.8000000000001,True
2283,AR,98,no,no,0,227.1,116,38.61,120.5,103,10.24,117.0,102,5.27,4.7,4,1.27,5,0.04504273504273504,0.17001321003963013,0.2702127659574468,0.08497925311203319,469.3,True
1611,RI,83,no,yes,20,95.0,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0,0.04501495513459621,0.16999999999999998,0.2696428571428572,0.08499106611078022,474.70000000000005,False
705,HI,99,no,no,0,62.9,81,10.69,231.0,64,19.64,168.9,121,7.6,8.5,5,2.3,1,0.04499703966844286,0.16995230524642288,0.27058823529411763,0.08502164502164503,471.3,False
1720,HI,104,no,no,0,170.6,97,29.0,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1,0.04499288087327955,0.16998827667057445,0.27049180327868855,0.08500925354719309,549.5,False
456,AZ,60,no,no,0,98.2,88,16.69,180.5,69,15.34,223.6,69,10.06,9.3,2,2.51,2,0.04499105545617174,0.169959266802444,0.2698924731182795,0.08498614958448754,511.6,False
2052,NV,183,no,no,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,0.044983667755482966,0.17000856898029135,0.2701030927835052,0.08498596819457437,554.5,False
2330,IN,69,no,no,0,135.4,101,23.02,238.1,124,20.24,195.6,102,8.8,10.6,2,2.86,1,0.044989775051124746,0.17001477104874446,0.269811320754717,0.08500629987400252,579.7,False
613,NV,105,yes,yes,29,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,6,3.56,1,0.04498687664041995,0.17000453103760763,0.2696969696969697,0.08497932935231971,642.0999999999999,True
167,DC,148,no,no,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,0.045005740528128585,0.17,0.2697247706422018,0.08499177631578948,717.4,False
735,DC,169,yes,no,0,57.1,98,9.71,199.7,78,16.97,274.7,103,12.36,6.5,6,1.76,3,0.04499453949763378,0.17005253940455342,0.27076923076923076,0.08497746619929895,538.0,False
2403,WV,21,no,no,0,91.9,109,15.62,198.4,111,16.86,171.7,125,7.73,13.0,7,3.51,2,0.04502038439138032,0.16996735582154515,0.26999999999999996,0.08497983870967742,475.0,False
2982,OH,87,no,no,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,0.04498902706656913,0.1699934768427919,0.2696629213483146,0.08498886414253896,660.0999999999999,False
2569,TN,123,no,no,0,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,12.8,4,3.46,3,0.045018450184501846,0.16998202516476932,0.27031249999999996,0.08498647430117223,645.4000000000001,False
1634,MO,72,no,no,0,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12.0,5,3.24,2,0.044978581627796284,0.16998191681735986,0.27,0.08499364137346334,623.9,False
590,AL,109,no,no,0,218.9,105,37.21,299.9,87,25.49,158.6,110,7.14,11.3,4,3.05,2,0.045018915510718786,0.16998629511192326,0.26991150442477874,0.0849949983327776,688.7,False
1412,MT,131,no,yes,24,135.9,60,23.1,233.2,78,19.82,210.6,121,9.48,9.4,4,2.54,1,0.045014245014245016,0.16997792494481237,0.2702127659574468,0.08499142367066896,589.0999999999999,False
1712,SC,102,no,no,0,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,10.3,5,2.78,4,0.044990892531876145,0.17002865329512895,0.2699029126213592,0.08497894244267666,563.2,False
2433,KY,80,no,no,0,220.0,114,37.4,207.7,76,17.65,168.4,137,7.58,12.1,3,3.27,2,0.04501187648456057,0.16999999999999998,0.2702479338842975,0.08497833413577274,608.2,False
2734,MS,145,yes,yes,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3.0,1,0.044991438356164384,0.1699942954934398,0.2702702702702703,0.08499673842139595,573.3,False
1388,IN,99,yes,no,0,197.2,127,33.52,156.0,92,13.26,204.1,99,9.18,9.9,6,2.67,4,0.04497795198432141,0.1699797160243408,0.26969696969696966,0.08499999999999999,567.1999999999999,False
2101,AK,110,no,no,0,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,0.045,0.1700134770889488,0.26956521739130435,0.084984520123839,555.0999999999999,False
2406,MN,81,no,no,0,145.6,59,24.75,287.9,131,24.47,181.7,121,8.18,9.2,4,2.48,2,0.04501926252063842,0.16998626373626374,0.26956521739130435,0.08499478985758945,624.3999999999999,False
2143,MA,79,no,no,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,0.04500264410364886,0.169980879541109,0.26991150442477874,0.08502454991816694,479.5,False
3149,SC,41,no,no,0,207.2,138,35.22,214.1,83,18.2,193.0,105,8.69,11.9,4,3.21,1,0.04502590673575129,0.16998069498069499,0.26974789915966385,0.085007006071929,626.1999999999999,False
443,MO,135,no,no,0,246.8,129,41.96,187.8,121,15.96,154.5,109,6.95,12.6,5,3.4,1,0.04498381877022654,0.1700162074554295,0.2698412698412698,0.08498402555910543,601.7,False
2063,MD,90,no,no,0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,0.04500197550375346,0.1700174825174825,0.2702970297029703,0.08496476115896633,505.3,False
1309,NY,137,yes,no,0,174.0,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,2,0.04499424626006905,0.16999999999999998,0.27017543859649124,0.08499690018598884,607.4,False
2819,WY,159,no,no,0,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0,0.044967880085653104,0.17001194743130227,0.2699029126213592,0.08497913769123783,461.6,True
1312,TN,103,no,no,0,141.3,123,24.02,253.6,87,21.56,215.8,96,9.71,6.4,2,1.73,1,0.04499536607970343,0.16999292285916487,0.27031249999999996,0.08501577287066246,617.1,False
237,IL,110,no,no,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,0.04500520291363164,0.17006711409395972,0.2704081632653061,0.08500996015936255,477.3,False
523,MO,61,no,no,0,45.0,108,7.65,151.3,74,12.86,152.9,94,6.88,9.8,6,2.65,2,0.044996729888816214,0.17,0.2704081632653061,0.0849966953073364,359.0,False
740,UT,67,no,yes,20,230.6,40,39.2,189.1,58,16.07,162.2,115,7.3,9.4,2,2.54,1,0.045006165228113446,0.16999132697311364,0.2702127659574468,0.08498149127445796,591.3,False
2948,KY,56,yes,no,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,0.0449936628643853,0.17000562746201464,0.2704761904761905,0.08501855287569572,640.5,False
2118,TX,37,yes,no,0,172.9,119,29.39,183.0,86,15.56,226.4,100,10.19,9.8,1,2.65,0,0.04500883392226148,0.16998264893001735,0.2704081632653061,0.0850273224043716,592.1,True
596,MN,124,no,no,0,157.5,70,26.78,130.7,79,11.11,193.4,98,8.7,9.6,4,2.59,3,0.04498448810754912,0.17003174603174603,0.26979166666666665,0.08500382555470544,491.2,False
1311,WI,90,no,no,0,200.9,92,34.15,164.3,91,13.97,249.0,98,11.21,8.9,7,2.4,1,0.04502008032128514,0.16998506719761075,0.2696629213483146,0.08502738892270237,623.0999999999999,False
1396,MD,140,yes,yes,27,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,4,0.04501770359129995,0.16998411858125992,0.27043478260869563,0.08502175264139217,559.0,False
2167,CA,120,no,no,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,0.04500838926174497,0.17002967359050444,0.2701492537313433,0.08500734933855954,584.0,False
2479,ID,116,yes,yes,29,162.3,91,27.59,279.3,79,23.74,192.7,131,8.67,11.7,2,3.16,3,0.044992215879605606,0.16999383857054837,0.2700854700854701,0.08499820981023988,646.0,True
3099,AZ,102,no,no,0,158.0,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0,0.04501050420168067,0.16999999999999998,0.2702970297029703,0.084992784992785,566.4,False
910,NJ,42,no,yes,32,163.8,80,27.85,177.8,123,15.11,190.4,106,8.57,8.1,5,2.19,0,0.04501050420168067,0.17002442002442003,0.27037037037037037,0.08498312710911135,540.1000000000001,False
2824,OR,81,no,no,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,0.044989339019189764,0.17000307976593781,0.2702290076335878,0.08498307952622673,761.8,True
1287,OH,149,no,no,0,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,2,0.044990303813833225,0.16999490575649515,0.2701298701298701,0.08501461988304093,495.5,False
2665,FL,85,yes,no,0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3,0.0450048971596474,0.1699655765920826,0.2702970297029703,0.08498040922942969,560.2,False
3332,TN,74,no,yes,25,234.4,113,39.85,265.9,82,22.6,241.4,77,10.86,13.7,4,3.7,0,0.044987572493786245,0.17000853242320818,0.27007299270072993,0.08499435878149682,755.4,False
2722,LA,98,no,no,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,0.045025188916876575,0.17002204261572373,0.2702970297029703,0.08502879078694817,461.3,False
2737,ID,109,no,no,0,184.1,143,31.3,211.7,105,17.99,243.0,116,10.93,9.9,2,2.67,1,0.04497942386831275,0.17001629549158068,0.26969696969696966,0.08497874350495985,648.7,False
2644,AL,76,no,no,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,0.045005313496280556,0.1699776785714286,0.2701612903225806,0.08501570210856886,602.6999999999999,False
710,TN,69,no,no,0,195.3,70,33.2,216.7,108,18.42,259.9,119,11.7,12.5,4,3.38,3,0.04501731435167372,0.16999487967229904,0.2704,0.08500230733733273,684.4,False
2934,DC,24,no,no,0,149.0,73,25.33,131.0,81,11.14,238.6,69,10.74,8.6,3,2.32,2,0.04501257334450964,0.16999999999999998,0.2697674418604651,0.0850381679389313,527.2,True
750,AL,146,no,yes,32,154.0,80,26.18,185.5,91,15.77,148.2,107,6.67,8.2,4,2.21,3,0.045006747638326586,0.16999999999999998,0.26951219512195124,0.08501347708894878,495.9,False
1951,MI,126,yes,yes,26,129.3,123,21.98,176.5,114,15.0,154.5,102,6.95,9.6,7,2.59,1,0.04498381877022654,0.16999226604795048,0.26979166666666665,0.08498583569405099,469.90000000000003,False
2189,RI,127,no,no,0,96.0,117,16.32,177.0,68,15.05,162.2,127,7.3,9.7,4,2.62,3,0.045006165228113446,0.17,0.2701030927835052,0.08502824858757063,444.9,False
516,MS,96,no,no,0,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,2,0.04498630136986302,0.169959266802444,0.26973684210526316,0.08499348958333333,595.5,False
81,OR,116,yes,no,0,215.4,104,36.62,204.8,79,17.41,278.5,109,12.53,12.6,5,3.4,3,0.04499102333931777,0.17000928505106777,0.2698412698412698,0.085009765625,711.3,False
1316,MT,10,no,no,0,183.0,103,31.11,214.8,77,18.26,206.4,73,9.29,8.7,6,2.35,2,0.04500968992248062,0.16999999999999998,0.2701149425287357,0.08500931098696463,612.9,False
2770,NH,84,no,yes,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,0.04501590668080594,0.1700469483568075,0.27017543859649124,0.08498006202924235,526.5,False
920,VA,143,no,no,0,110.1,113,18.72,169.0,59,14.37,166.7,94,7.5,9.2,2,2.48,1,0.04499100179964007,0.17002724795640325,0.26956521739130435,0.08502958579881656,454.99999999999994,False
3066,OR,166,no,no,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,0.045020325203252026,0.16998997995991985,0.26944444444444443,0.08502099860009332,617.9,False
779,ND,167,yes,no,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2,0.04499703966844286,0.17001369237790964,0.2702970297029703,0.08501440922190201,641.0,False
330,FL,116,no,no,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,0.04500768049155147,0.1700156168662155,0.26962025316455696,0.08501118568232663,643.0999999999999,False
2066,TN,121,no,yes,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,0.044990892531876145,0.17001173708920186,0.27019867549668874,0.08499017681728879,659.6,False
2013,OR,92,no,no,0,196.5,82,33.41,190.0,89,16.15,163.2,99,7.34,10.8,2,2.92,2,0.04497549019607843,0.17002544529262084,0.27037037037037037,0.08499999999999999,560.5,False
949,AL,87,no,no,0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11.0,3,2.97,1,0.04500865551067513,0.1699831365935919,0.27,0.08499550763701708,644.1,False
827,FL,143,no,no,0,119.1,117,20.25,287.7,136,24.45,223.0,100,10.04,12.2,4,3.29,0,0.045022421524663674,0.1700251889168766,0.269672131147541,0.08498435870698645,642.0,False
915,MO,152,no,no,0,101.2,122,17.2,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,2,0.04498740554156171,0.16996047430830039,0.27066666666666667,0.08502824858757062,448.79999999999995,False
182,NY,67,no,yes,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,0.045026486168334316,0.1699826989619377,0.26969696969696966,0.08498106857383256,533.0999999999999,False
164,OK,146,no,no,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,0.044976076555023926,0.1699951526902569,0.27049180327868855,0.08499327052489906,528.2,False
1534,OR,136,no,no,0,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,6,2.89,1,0.045011916922029285,0.17000771010023133,0.27009345794392525,0.085002895193978,736.5,True
453,LA,149,no,yes,20,198.9,77,33.81,274.0,88,23.29,190.7,76,8.58,14.3,9,3.86,1,0.04499213424226534,0.16998491704374058,0.2699300699300699,0.08499999999999999,677.9000000000001,False
1319,WI,101,no,no,0,248.6,102,42.26,174.9,93,14.87,207.2,86,9.32,6.1,3,1.65,3,0.044980694980694985,0.16999195494770716,0.27049180327868855,0.08502001143510576,636.8,False
1119,OK,189,no,no,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,0.04500279173646008,0.1699951992318771,0.26991150442477874,0.08500211237853825,635.4,False
2767,KY,106,no,yes,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,0.04505632040050062,0.17005649717514126,0.26951219512195124,0.08500615763546797,501.4,False
1295,GA,76,no,no,0,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27,0,0.0450255827174531,0.1699901768172888,0.2702380952380952,0.0849721706864564,549.5999999999999,False
328,IA,76,no,no,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,0.04501061571125266,0.16999495713565305,0.2704,0.08498387839705204,616.3000000000001,False
1802,NJ,147,no,yes,36,254.2,78,43.21,228.1,105,19.39,98.0,125,4.41,13.8,7,3.73,5,0.045,0.16998426435877262,0.2702898550724638,0.08500657606313021,594.1,False
3085,MS,190,yes,no,0,111.9,55,19.02,223.0,124,18.96,243.2,81,10.94,10.0,7,2.7,3,0.044983552631578945,0.16997319034852545,0.27,0.08502242152466367,588.1,False
2019,ME,41,no,yes,30,191.7,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1,0.044979919678714855,0.17000521648408976,0.2702702702702703,0.08502590673575129,545.2,False
1870,AZ,43,no,no,0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8.0,5,2.16,0,0.04501098901098901,0.16999442275515894,0.27,0.0850019786307875,667.5,False
313,MA,73,no,no,0,94.1,136,16.0,280.3,122,23.83,205.0,77,9.23,9.8,4,2.65,0,0.045024390243902444,0.17003188097768332,0.2704081632653061,0.08501605422761326,589.2,False
837,NC,64,yes,yes,33,127.2,93,21.62,162.9,104,13.85,247.4,109,11.13,8.1,13,2.19,0,0.04498787388843978,0.16996855345911951,0.27037037037037037,0.08502148557397175,545.6,False
1209,CT,144,yes,yes,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0,0.04499609069585613,0.1700228832951945,0.27031249999999996,0.08501821493624773,663.0,False
3299,NC,73,no,no,0,187.8,95,31.93,149.2,143,12.68,201.4,113,9.06,11.0,4,2.97,2,0.04498510427010924,0.17002129925452608,0.27,0.08498659517426274,549.4000000000001,False
2188,UT,91,no,no,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,0.04499158249158249,0.17003231017770598,0.26986301369863014,0.08501567398119123,687.7,False
2146,AR,89,yes,no,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,0.04502247912652537,0.16998550024166265,0.2697247706422018,0.08497316636851521,541.2,False
2582,OK,116,no,no,0,205.0,90,34.85,140.9,114,11.98,272.6,96,12.27,7.5,4,2.03,2,0.04501100513573,0.17,0.27066666666666667,0.08502484031227821,626.0,False
1492,NY,64,no,no,0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1,0.04498381877022654,0.16999089253187613,0.2701030927835052,0.0849983514671942,687.1,False
782,WI,35,no,yes,27,241.7,87,41.09,142.0,101,12.07,288.9,68,13.0,9.4,4,2.54,1,0.04499826929733472,0.1700041373603641,0.2702127659574468,0.085,681.9999999999999,False
804,MT,72,no,no,0,253.0,73,43.01,219.3,78,18.64,210.8,89,9.49,9.8,4,2.65,0,0.04501897533206831,0.16999999999999998,0.2704081632653061,0.08499772001823985,692.9000000000001,False
54,WY,87,no,no,0,151.0,83,25.67,219.7,116,18.67,203.9,127,9.18,9.7,3,2.62,5,0.04502206964198136,0.17,0.2701030927835052,0.08497951752389624,584.3,True
1932,RI,17,no,no,0,161.5,123,27.46,214.2,81,18.21,315.0,106,14.18,8.6,5,2.32,1,0.045015873015873016,0.170030959752322,0.2697674418604651,0.0850140056022409,699.3,False
3312,SC,181,no,no,0,229.9,130,39.08,144.4,93,12.27,262.4,110,11.81,14.2,4,3.83,2,0.04500762195121952,0.16998695084819485,0.26971830985915496,0.08497229916897506,650.9,False
3057,SD,119,no,no,0,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1,0.04501718213058419,0.1699575371549894,0.26986301369863014,0.08500567966679287,569.3,False
1713,MO,76,no,no,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,0.04499781564001748,0.17000771010023133,0.27066666666666667,0.08501408450704226,543.6,True
2173,KS,47,yes,no,0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0,0.045019659239842726,0.17008368200836824,0.2699248120300752,0.08501956400223588,392.6,True
3204,ID,105,no,no,0,232.6,96,39.54,253.4,117,21.54,154.0,101,6.93,10.5,9,2.84,1,0.045,0.1699914015477214,0.2704761904761905,0.08500394632991318,650.5,False
993,TN,70,no,no,0,126.3,99,21.47,141.6,106,12.04,255.9,96,11.52,9.6,2,2.59,0,0.045017584994138334,0.16999208234362628,0.26979166666666665,0.08502824858757062,533.4,False
2397,MD,107,no,no,0,294.9,71,50.13,192.8,78,16.39,148.1,87,6.66,13.2,5,3.56,1,0.0449696151249156,0.16998982706002036,0.2696969696969697,0.0850103734439834,649.0,True
1405,MT,125,no,no,0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,0.04498284734133791,0.16997206703910617,0.27045454545454545,0.08501702610669694,473.29999999999995,True
773,MA,127,yes,no,0,176.9,110,30.07,167.9,100,14.27,182.2,138,8.2,7.7,2,2.08,1,0.04500548847420417,0.1699830412662521,0.2701298701298701,0.08499106611078022,534.7,True
2947,ND,145,no,no,0,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9.0,13,2.43,1,0.04499376817615289,0.17001627339300243,0.27,0.08500174398325777,782.2,True
286,MI,137,no,no,0,206.4,122,35.09,128.0,102,10.88,194.5,84,8.75,8.8,5,2.38,2,0.04498714652956298,0.17000968992248064,0.27045454545454545,0.085,537.7,False
2930,SC,124,no,no,0,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,0.04501661129568106,0.16998135487880672,0.2697674418604651,0.08502080443828017,438.4,False
430,KS,46,no,no,0,250.3,100,42.55,260.6,90,22.15,195.0,104,8.78,13.3,2,3.59,2,0.04502564102564102,0.1699960047942469,0.2699248120300752,0.08499616270145816,719.2,True
2091,CT,33,no,no,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,0.044973190348525476,0.17002739726027397,0.27066666666666667,0.08500646273158122,571.3,False
727,NJ,64,no,no,0,224.8,111,38.22,190.0,101,16.15,221.4,110,9.96,9.2,2,2.48,1,0.04498644986449865,0.17001779359430605,0.26956521739130435,0.08499999999999999,645.4000000000001,False
957,NV,144,yes,no,0,150.0,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0,0.045015739769150055,0.17,0.2702127659574468,0.08499475341028333,635.9,False
995,NV,94,no,no,0,190.6,108,32.4,152.3,95,12.95,144.7,97,6.51,7.5,5,2.03,1,0.04498963372494817,0.16998950682056663,0.27066666666666667,0.08502954694681548,495.09999999999997,False
3103,DE,115,no,no,0,195.9,111,33.3,227.0,108,19.3,313.2,113,14.09,13.2,1,3.56,2,0.04498722860791826,0.16998468606431852,0.2696969696969697,0.08502202643171806,749.3000000000001,False
2256,WY,94,no,no,0,207.0,109,35.19,167.4,80,14.23,238.2,117,10.72,2.6,6,0.7,1,0.045004198152812765,0.16999999999999998,0.2692307692307692,0.08500597371565113,615.2,False
327,GA,143,no,yes,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,0.04497760716570697,0.16998327759197324,0.27052631578947367,0.08501061571125265,640.5,False
1392,OK,101,no,no,0,269.7,85,45.85,207.6,86,17.65,214.2,107,9.64,4.5,15,1.22,3,0.045004668534080305,0.17000370782350763,0.2711111111111111,0.08501926782273603,696.0,True
1736,NV,115,no,no,0,286.4,125,48.69,205.7,74,17.48,191.4,141,8.61,6.9,6,1.86,1,0.04498432601880877,0.17000698324022348,0.26956521739130435,0.08497812348079728,690.3999999999999,True
1094,AK,115,no,no,0,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0,0.04501957372770769,0.1699836867862969,0.26944444444444443,0.0850314465408805,641.3,False
342,IL,44,no,yes,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14.0,7,3.78,0,0.045015371102327624,0.1700180342651037,0.26999999999999996,0.0849721706864564,625.2,False
147,UT,83,yes,no,0,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1,0.045004128819157725,0.17001841620626149,0.2700854700854701,0.08502080443828017,620.6,False
